Time;Push Pull #1 (14649);Push Pull #1 (14649) - Setpoint;Push Pull #1 (10);Push Pull #1 (10) - Setpoint;Flow Unit #1 [Push Pull #1 (14649)];Flow Unit #1 [Push Pull #1 (14649)] - Setpoint;Flow Unit #1 [Push Pull #1 (14649)] - Air detected;Link (12501) TTL #1 - Event;Link (12501) TTL #1 - Mode;Link (12501) TTL #2 - Event;Link (12501) TTL #2 - Mode;Link (1) TTL #1 - Event;Link (1) TTL #1 - Mode;Link (1) TTL #2 - Event;Link (1) TTL #2 - Mode
2024-04-06 14:43:37.298;-13.9;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:37.394;-13.3;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:37.505;-13.3;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:37.599;-13.3;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:37.695;-12.6;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:37.790;-13.3;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:37.903;-12.6;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:37.998;-12.6;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:38.094;-12.6;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:38.205;-12.6;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:38.301;-12.0;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:38.396;-12.6;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:38.489;-12.0;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:38.600;-12.0;-500.0;NaN;10.0;0.0;0.0;1;0;;0;;0;;0;
2024-04-06 14:43:38.696;-12.0;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:38.792;-12.0;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:38.903;-12.0;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:38.997;-12.0;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:39.092;-12.0;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:39.204;-12.0;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:39.299;-11.4;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:39.394;-11.4;-500.0;NaN;10.0;0.0;0.0;1;0;;0;;0;;0;
2024-04-06 14:43:39.506;-11.4;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:39.601;-11.4;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:39.697;-12.0;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:39.791;-11.4;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:39.902;-10.7;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:39.998;-11.4;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:40.094;-11.4;-500.0;NaN;10.0;0.0;0.0;1;0;;0;;0;;0;
2024-04-06 14:43:40.205;-11.4;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
2024-04-06 14:43:40.298;-11.4;-500.0;NaN;10.0;-0.1;-0.1;1;0;;0;;0;;0;
